Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,434.5899003,429.680051,405.0596024,381.9015533,363.9171844,372.9503064,519.8985188,646.008545,717.6483861,718.9992902,802.2917199,812.0154297,877.1886588,1175.579857,938.7856479,1093.517328,1091.092571,1044.016553,1080.432289,1199.200834,1056.628685,1095.523612,1167.017254,1517.537165,1698.427031,1729.910712,1922.914984,2651.344112,3063.916422,2913.032223,2730.028521,3048.300252,2811.07603,2974.997512,2903.903904,2497.367276,2575.609,2698.994933,3005.015283,2997.514773,
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,504.5190519,556.8774416,677.2104608,724.4108364,818.6123814,982.9533839,1229.690548,1360.789609,1501.6587,1742.683491,852.2045566,781.3976352,998.3367304,1168.305702,1237.040434,1378.778801,1368.385068,1344.336784,1486.791061,1634.321353,2043.741683,2374.67588,2594.465347,2800.607451,2995.402724,2966.218836,3129.638959,3294.099948,3301.055039,3370.549315,3523.724111,3591.99598,3686.454039,3927.533912,4187.072202,4719.970982,5544.84109,6327.046576,6123.412875,7382.539511,8252.761077,9012.207241,9485.756328,9480.470075,10146.17133,10465.06691,10494.50287,10712.77756,10791.98538,
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1878.84872,2116.714676,2606.031372,2536.730399,2306.49183,2200.031654,1988.132054,2054.787281,2235.680927,2232.308797,2335.512435,2320.450323,2294.038655,2532.330762,2601.714988,2990.923941,3275.897545,3742.090795,4027.021423,4180.361117,4340.386085,4475.092278,4660.937386,4854.557348,5373.763754,5850.617249,6543.872809,7325.778979,8355.933621,6906.025846,7398.325374,7533.334041,7851.81368,8186.619178,8484.083488,8584.486526,7930.74955,8189.912779,8344.473057,8916.425082,
Cuba,CUB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,600.3403708,715.9071555,827.3143455,998.5648702,1122.14669,1259.35442,1316.84378,1342.652048,1673.175742,1821.254058,1829.387099,1835.616319,1899.97398,2002.923241,2155.7529,2017.952384,2123.500933,2189.311008,2361.203702,2304.406844,2421.741195,2060.053982,1876.309731,1897.790265,2381.994789,2486.869008,2027.868018,2048.347579,2078.003862,2270.351877,2421.013754,2519.452108,2669.148045,2850.371617,3011.132385,3372.225736,4167.787989,4513.496899,4744.512684,4854.728455,4997.400385,5372.457306,5704.800414,6033.625017,6302.475996,6844.669663,7153.912863,,,,
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,1020.523903,1327.07621,1728.781077,2280.963626,3752.539011,3535.827092,3609.441919,3535.418516,3683.873362,3872.01233,4800.852418,5701.698484,6516.386561,6875.107667,8252.587239,8303.626108,9676.524974,9012.625951,9935.977115,12442.99051,12308.72586,11471.83935,13506.70256,12437.6465,11346.17923,11973.77374,13316.00102,17024.75788,19634.83906,20746.91496,22174.8981,25730.00058,30772.97101,28209.86852,26820.1507,29296.98402,25074.34672,23637.91951,22663.59135,20144.07935,20580.50641,22506.62559,24739.37175,24307.1084,
Czech Republic,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3103.683363,3635.198392,4544.867352,5080.665554,4614.508743,4958.006928,4787.641683,4584.891746,5014.334036,6066.042938,7405.320105,8763.865192,10124.41466,11313.84532,13673.36177,16828.29264,14321.62939,14236.75578,15448.57532,14335.45436,14514.34937,14288.17213,12908.30853,13487.12304,15325.77804,17411.91829,17342.72208,
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2398.506334,2757.519364,3282.538314,4350.983683,4827.999014,5307.14427,5662.003972,6549.164318,8115.511214,9603.214235,10276.11239,8553.766733,8266.368319,8257.313855,7829.718116,7938.391763,11333.8057,14000.74589,15186.93704,15083.03562,18934.21789,19668.17799,22186.41377,21283.62897,22531.04345,26437.67888,25448.29909,22431.5825,22614.6136,22102.87419,19500.55125,19430.56032,20511.70251,24728.89044,28411.43884,28838.944,30768.1856,35119.0026,37932.47784,34720.87677,34850.28687,39513.83916,36963.30735,38937.20954,40302.29319,34695.28567,35623.01738,37528.60732,40263.99041,39093.19963,
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.9717172,785.5535634,771.1474488,786.0137669,788.0645971,758.6935947,747.7335369,736.8616215,753.2729285,760.510742,767.5394039,779.3161891,810.5452226,850.3125519,884.0545905,935.205328,980.7228333,1119.466181,1090.692945,1073.876123,1186.596787,1282.777656,1877.083803,2215.071042,2470.292914,2554.093065,2598.763019,2899.050436,2923.017844,
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,935.6550265,1057.21976,1152.263918,1269.108829,1391.443114,1532.186187,1755.809005,2001.665146,2291.98382,2454.989003,2663.982481,2857.395347,3047.069096,3207.013836,3384.372501,3497.909992,3673.264983,3843.793225,4123.513388,4125.923928,3977.927852,4202.347028,4041.957585,4179.109626,4363.877888,4353.435573,4840.316756,5142.06837,5589.145654,5804.889661,5822.339979,5653.791111,5382.233603,5626.750409,5963.358838,6138.987295,6753.917868,6062.270054,6555.315977,6767.695223,
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2935.330596,3244.329833,3932.700067,5284.515687,5738.165059,6808.398771,7552.931884,8450.473865,10257.38372,11787.14575,11607.09347,9899.98922,9627.871099,9690.278774,9427.302127,9981.353027,14188.35507,17596.59127,18376.63472,17652.76754,21591.26629,21579.1861,23778.15818,22232.3479,24351.33202,28807.17988,29026.93232,26711.80647,27337.04609,27413.11835,24679.83705,24863.44065,26836.85964,32685.85796,38019.40514,40231.47737,43175.30907,47952.94796,52194.98765,47558.88393,48009.83501,51277.2447,48730.67218,51895.79119,53744.99003,45797.38289,46789.86167,48687.21207,52447.84427,51806.73643,
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,343.9574725,406.8375429,458.2504214,554.723949,666.3481297,712.7100106,794.7291532,824.8809061,933.5553651,1048.744998,1115.462427,1210.101161,1275.556484,1493.824329,695.0431041,849.8526234,781.7942496,692.9825737,861.1277733,901.170235,1223.065376,1415.952657,1562.621938,1739.069221,1919.74818,2104.198611,2296.525569,2469.883817,2471.489295,2664.358026,2782.852246,2894.110796,2140.581073,2148.398647,3540.392687,3685.649135,4192.954493,4692.172533,4652.8005,5114.513708,5424.912104,5597.933773,5620.081834,5941.484008,6309.332591,6600.724505,6828.628441,7204.533419,7406.016319,
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,278.9825991,291.0707363,371.588812,451.6063739,596.4118444,703.5083666,753.7469589,819.9244551,1053.97151,1054.502399,1441.990693,1597.7888,1642.402452,1762.163991,1912.298283,2009.334253,2253.947452,2256.425365,1940.169644,1755.761443,1862.623283,1351.371131,1422.759382,1430.863009,1179.341929,1117.182362,1188.72342,1240.378928,1284.095934,1218.571119,1278.849967,1316.466799,1325.328666,1526.767158,1874.589894,2064.338494,2299.162082,2773.508986,3455.421319,2944.361363,3419.213995,3983.925814,4080.39501,4053.402801,4116.277083,3292.044469,3280.32176,3313.945114,3219.975007,3114.08073,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,101.4654203,106.6031648,116.6250378,143.1921597,153.212,167.0089999,163.040988,185.1147392,177.0349369,190.0178102,213.067644,227.957876,242.1810223,251.2872462,269.7930905,293.351919,286.2743757,268.7018352,306.0733725,333.9633246,347.9763968,379.9915387,421.3875235,455.910533,544.1314459,657.1911903,743.2007211,759.3635277,682.6468496,744.0934682,805.772017,844.6449776,936.2034336,1050.237485,1192.683939,1355.059216,1615.706814,2026.489343,2497.592235,2747.29013,3229.477051,3787.720446,4299.171516,4688.991086,5074.3557,5268.751641,5402.899501,5919.095656,6512.539196,6712.637664,
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,200.5319437,210.8288942,225.3533603,275.5634694,357.4041847,377.6997497,391.3356644,419.8588708,461.9675795,516.6092525,633.0126487,708.9621319,674.1532841,660.1472785,638.1863407,644.373434,642.70015,625.1791023,653.95162,641.5358687,732.1039956,771.9292028,836.9595531,906.4115538,933.9824123,924.8352699,985.1554766,1041.786308,1019.188672,1048.765506,1107.988242,1079.537882,1032.108997,1117.761564,1265.555087,1437.245627,1624.739462,1914.275227,2104.924179,2044.730841,2441.00074,2667.326548,2758.814025,2777.901084,2866.222702,2725.093423,2758.785897,2934.059707,2938.756492,2986.592638,
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,270.9728052,292.8502251,352.7956563,454.4666687,506.7251904,545.6802811,586.1268612,687.3723997,863.398069,903.654659,947.6183202,1027.558725,993.7497869,1044.487475,1097.728898,1148.115629,1476.915847,1689.227979,2014.279727,2053.994434,2098.411132,2326.754567,2482.903061,2733.680721,3022.530928,3415.765901,3252.279556,3050.962454,2670.16468,2966.291009,3185.810964,2939.85575,2972.913264,3273.487119,3651.389588,3853.442604,4066.689285,4537.140375,5141.147787,5310.745936,6139.742642,6969.436831,7531.487253,7564.545778,7795.265107,7739.936153,8011.369869,8559.11191,9198.416531,9355.467408,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.036899,1348.496583,1110.349144,1239.44201,1358.295364,1448.671727,1434.308633,1249.86089,1400.650417,1368.750424,1571.683784,1985.046231,2676.723004,3401.288117,4162.821006,5482.055314,6718.049696,5252.205773,6260.653535,7634.711204,8073.378745,8540.590911,7921.65218,6126.456356,5811.560204,6432.293344,6518.59704,6644.366286,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1149.723744,1284.582094,1524.845896,1921.728355,2136.904976,2469.466771,2547.076497,2846.143055,3465.026354,4181.821015,4665.150629,4082.627111,3893.905437,3758.289843,3594.777338,3695.210029,5054.016263,6204.769281,6876.589756,6955.85637,8568.25844,8822.5847,9558.04772,8698.553081,9125.621507,10483.11816,10738.11862,10222.23307,10574.96557,10469.87375,9811.96537,9856.128928,10711.58054,13023.82795,15181.61615,16114.98472,17364.47513,20130.59778,21724.63912,19027.26515,19499.58006,21490.63896,20579.77343,21407.83353,21618.40776,18572.525,18434.19598,19429.8274,20693.74908,20316.37451,
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,436.9522243,408.0567532,453.4380815,520.5495447,836.8777451,996.8640875,1123.573998,1342.418238,1396.044143,1509.241822,1854.748876,2260.629491,1999.667139,1614.320258,1528.444466,1512.2401,1361.674794,1199.815861,1033.033031,1040.550166,1117.550347,1306.810738,1376.56051,1392.858225,1661.103086,1733.020812,1706.083198,1924.865944,1911.758776,1198.251994,1007.079621,1453.844777,1705.500336,1906.806946,2009.734206,2185.155261,2401.107978,2604.416956,3135.681159,3379.79399,3657.655901,4033.529464,4482.016816,4849.654611,5083.821446,4959.20769,4851.967294,4905.214425,4811.209793,4696.380706,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,221.5112693,231.4847075,245.5183724,259.6689228,226.9091565,272.7257016,295.6944266,301.165613,289.5318732,286.5670752,315.3538376,324.5187118,432.9980547,478.1158076,507.2739065,559.8751425,641.5142204,643.0062449,550.743941,588.1561606,591.2600641,550.287732,604.9314507,675.5541587,746.5195732,839.8457911,921.2568033,1074.990159,1173.875468,1198.419345,1276.431867,1254.715712,1061.481141,968.2253677,908.4150114,991.852979,1175.637911,1423.857166,1707.536473,2028.215089,2253.347856,2316.489267,2751.10278,2789.299085,2931.183884,3218.063251,3183.344391,2152.245997,2197.434538,2615.172607,
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1972.150381,2217.295297,2660.071518,3430.137807,3829.491677,4393.425155,4568.554311,5162.770367,6299.460683,7586.003074,8409.107833,7193.60348,6905.017545,6728.97571,6449.70642,6626.022879,9346.255487,11560.73138,12703.03804,12918.23844,16145.46505,16630.21305,18228.47624,16560.95695,17392.83826,20103.00844,20307.22446,18509.31384,18976.40632,18875.20884,17079.3954,17221.08452,18520.27212,22719.43677,26039.41875,26823.1244,28454.30694,32455.07279,35025.54247,31819.18254,31150.84511,33708.5914,31132.52891,32391.34995,33001.32983,28344.57945,29074.84106,30706.68758,33078.42668,32192.28897,
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7365455,214.4194905,234.0815826,272.231485,268.647251,296.806518,272.7817628,269.0654564,275.9984796,256.8119972,293.1397277,356.0008179,346.1594508,371.8284513,394.5936739,399.50021,527.8520309,445.1846413,448.7017124,,,,,,,,,
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1052.52666,1186.886737,1502.919613,1989.00576,2432.415841,2812.251053,2861.299022,3161.495066,3798.082501,5014.677398,5349.223533,4555.82184,4360.545156,3747.418223,3749.522832,3964.015629,5565.284924,7077.377538,8324.657971,9235.846783,11959.28908,12859.56867,13979.83349,11560.24968,11425.81474,13409.31102,13856.90743,12701.32607,13285.79134,13612.95445,12745.99469,13202.59999,14656.52802,18506.70168,21336.08293,22501.43548,24010.20956,27342.8271,29478.21114,26732.56093,25461.52653,26178.40863,23567.27636,24230.44814,24654.43032,21695.62314,22460.5297,23859.44776,25799.04103,25055.29563,
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.052026,3745.002268,4412.746197,5885.170386,7260.078158,8609.340028,10333.38171,13298.75827,14456.52162,11654.88172,11366.02549,13733.29631,13886.41989,15448.69066,16450.82318,14201.58792,15040.25909,16712.10412,19074.58062,19446.01214,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,179.3625334,175.9281154,202.1904705,184.4470895,215.4105533,209.740904,218.2735778,216.1908157,218.6547187,221.4910644,236.5061574,170.2548918,138.5127786,95.69875479,93.28518154,104.3607825,102.4784409,85.51657821,93.08310316,96.79980316,94.31394494,80.27633204,71.42993303,91.6700965,116.1076704,144.3508096,176.1618047,243.4364551,288.2797622,260.0497613,264.2938364,351.8713106,378.8174705,441.7866204,499.8490774,570.9751451,620.9348369,654.9041474,744.1434765,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1645.475587,1845.960257,2212.230659,2845.385087,3170.102354,3653.36416,3807.345575,4279.099841,5191.026095,6234.913725,6901.098821,5922.184852,5658.027034,5493.571189,5286.771677,5433.300264,7633.604282,9440.901982,10351.85445,10530.83114,13100.2098,13500.28168,14773.49888,13384.46349,14150.48816,16447.70198,16699.62403,15283.68336,15722.69736,15642.95424,14270.60972,14435.31291,15604.79918,19146.52971,22016.50065,22903.8386,24435.44983,28082.24389,30636.37449,27583.48646,27274.97457,29592.89112,27424.80633,28621.88702,29180.38752,25133.92394,25772.52565,27348.92529,29523.35728,28874.33343,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.921779,485.0824131,534.1822279,536.8787078,512.8340974,517.9412622,617.6999194,741.064273,933.159579,1133.982466,1461.726396,1411.422564,1607.03145,1559.974687,1796.176029,1863.317295,2031.389362,1597.982955,1408.703244,1379.168649,1418.580392,1480.227303,
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2137.893209,2331.777291,2722.306182,3559.935217,4481.946423,5229.751761,5605.992183,5796.104274,6254.733551,7740.970615,9262.690642,8941.341642,8947.928339,8545.407183,8840.973243,9305.618563,12247.00477,15131.77464,17980.99888,19230.12883,22301.93954,19436.22011,16722.71182,13110.86105,15458.38237,20756.4482,20573.77699,20045.52635,21136.24946,21501.63179,20018.50628,20684.98185,22351.1636,26996.79794,31444.93233,32316.59683,34285.91628,40123.12372,44029.87944,38635.32528,38271.33986,41749.21656,38731.30501,40448.51591,41116.27337,35090.67717,35774.37333,37786.27051,40882.39227,39812.05707,
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1682.355861,1684.601136,1537.146308,1431.987427,1473.969235,1423.648882,1599.206486,1436.605606,1345.308061,1432.265391,1569.331661,1616.997034,1767.004223,1874.590251,2028.279321,2220.453585,2404.52734,2293.653363,1770.379231,2049.012393,1868.011938,1800.685087,2068.360479,2555.554741,3037.460072,3364.459969,3242.456033,3622.830339,3735.256006,3074.585567,3232.869597,3709.563674,3868.927479,4218.532959,4642.478444,4367.465109,4639.26189,4862.885447,5151.95267,4895.594338,
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2520.092319,2789.292051,3379.699913,4347.241657,4618.275428,5765.990383,5908.280873,6456.861731,7932.848327,9568.103109,10840.05973,9419.877664,8844.762924,8357.178516,7859.820947,8199.960974,11472.07754,13855.6289,15038.18186,15025.26239,18479.97382,18285.09838,20137.25307,18927.02993,19873.16371,22820.15989,22951.13735,20809.68954,21532.62662,21426.08064,19294.17404,19356.7077,20631.95525,25269.65714,28831.52417,29725.89638,31165.96695,35446.42647,38533.72139,35101.60634,34362.64108,37138.15673,34395.24923,35867.20343,36186.21506,30896.19323,31182.41958,32664.0458,34884.9683,33723.90299,
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.570988,1973.683117,2003.47804,1959.703455,1786.833253,1877.02497,1940.876154,2065.856814,2125.395059,2139.675384,2162.062213,2150.425582,2273.259072,2322.54957,2389.597103,2438.670431,2691.878676,2773.97974,2875.607085,3047.448475,3018.767902,3009.803177,3252.01257,3300.146372,3511.983448,3425.24015,,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,395.7526911,445.4230142,487.6530898,862.3396278,1107.1324,1689.33678,2807.012276,2323.884704,1658.143888,1137.408068,3141.863157,3617.492116,3542.69311,2977.125353,2805.888378,2465.079941,2634.550098,2165.182985,2980.43983,2608.196889,2979.8422,3168.464887,2911.460815,1972.489564,2088.360267,2280.613791,2368.328702,2264.170894,2456.597855,2216.781991,1744.810898,2289.868183,2599.958859,3138.595082,3109.996801,3625.517782,3646.238704,4016.068363,4529.706489,4502.959594,4546.935468,5153.855833,5087.483911,5415.85017,6189.800422,5161.725627,4941.103213,4923.518988,5186.123764,5003.584552,
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2253.264014,2519.9778,2868.538307,3235.592484,3459.400788,4078.658414,3910.540221,4330.547543,5498.645762,7012.81147,8862.74614,8370.436512,8012.122069,7639.066233,7190.258728,7500.861514,9398.689797,11492.70835,14019.43693,14028.01636,16325.85509,17093.22923,17903.47138,16107.7627,17676.33524,19007.67582,20019.58484,22656.60821,24654.79499,24711.37209,24323.1425,23943.18871,26045.63251,29907.2479,34949.78083,36555.32089,38138.84341,42968.54771,39610.89193,32307.54773,33450.3289,35659.62648,35451.94425,35955.07229,39485.53991,37434.61513,34036.57679,33744.73529,35834.96527,,
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.5274167,607.5469832,654.1551695,694.7067486,736.1566827,866.7598881,1148.095488,1444.658322,1776.202264,2299.011721,2886.694109,2436.231453,2718.828472,3355.547498,3766.694219,3906.962229,4043.128193,3334.277548,3263.570961,3512.178408,3867.545377,3977.48713,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,238.5374869,204.9263288,234.0795656,266.9893611,251.0358307,242.9693074,278.806837,316.6545899,337.5643451,356.3715623,334.0104193,316.3076523,303.951462,312.7457568,303.9682809,376.312035,322.1849353,321.5423329,316.9743899,346.117437,374.1578685,354.6583717,315.5643395,276.4806081,326.093562,336.4949604,328.0098022,347.6955685,350.1990944,214.2373579,226.7896606,255.8229742,313.845418,356.2974711,423.3782544,788.8109174,937.5295485,1059.258378,935.8837724,1095.757181,1220.078422,1239.559337,1934.398196,1588.048228,1455.686158,1627.167944,1657.982549,1801.557466,1832.489588,
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9910491,315.1905065,359.6751887,348.0831877,375.0367599,410.4454965,449.2520199,445.5829172,449.0506286,460.2918762,470.0117041,455.8944472,417.5247018,387.2902271,325.2602294,297.6935048,307.4008528,322.2235301,340.8234201,258.6063597,402.6661982,584.9324507,626.0112589,568.7236596,562.5302545,543.1302711,599.7075606,623.5910011,647.4276757,653.8440994,612.1007445,722.7456643,727.1093589,843.5598937,
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,324.6722617,285.6467461,276.5270321,246.4859194,217.0817081,294.9958496,242.1698199,268.1175297,275.5178798,255.9048477,265.625428,590.7382404,587.5076584,597.7931047,572.0686287,584.5565387,609.2991991,549.8455113,554.8276717,519.6272143,481.1441903,405.4739323,321.2477778,261.8378244,528.3253081,547.7273703,538.6739514,631.5921969,745.7108374,660.8001981,676.449032,576.7041035,554.6851238,526.0050728,458.8329035,497.2087041,512.9462426,510.3236172,576.4579972,612.1779842,
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,124.5685008,180.6212548,188.5293235,183.7527303,151.9139404,169.5845583,136.2699516,170.2262439,156.2903188,198.4298894,225.8540706,226.7994192,192.6061836,198.0577998,195.0205356,203.1130436,212.9759474,212.4062365,155.8633001,168.6746709,281.6694153,290.4002769,308.2428109,343.5791189,375.855178,404.3817086,401.3656962,461.8239478,553.2202904,516.1230644,520.6095426,665.8879794,580.6712555,582.2463339,607.450353,586.1779328,645.0713473,703.8459469,737.1297515,711.898736,
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,175.2436277,100.2580237,106.3604343,117.8836128,128.4481856,145.0652724,170.4863252,208.0221404,213.117452,179.0868741,260.4123984,257.5844858,306.8219297,259.432602,144.1583061,179.5638521,271.1931056,262.9362125,294.6198885,223.7501112,,,,,,,1452.804642,3946.73502,4516.092089,4282.657947,2077.827037,3163.080141,3972.358029,5047.393242,5679.387908,5225.955573,4700.845454,4015.217875,4103.955263,3302.105554,
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20770.99553,23881.00092,26194.69993,24324.87642,21584.37472,20162.11698,18053.5418,17785.60477,17960.71595,14990.19059,14825.58354,15517.52464,16411.64604,16096.92647,
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,320.7182437,331.2942259,396.4394567,477.9308156,535.0309939,634.3038681,781.0459383,844.7614578,937.0804787,1034.383497,1102.564281,1071.237426,1094.436094,1109.849391,1116.300854,798.8312974,765.324932,826.7061105,866.2732189,755.7225959,922.1369121,994.5179414,1063.381358,1178.523363,1294.863733,1341.551274,1490.935569,1586.843403,1452.319031,1486.67595,1410.27163,1512.531427,1547.868285,1647.179169,1815.779359,1952.939785,2136.6503,2410.205114,2267.513829,2396.592048,2714.99634,2865.207269,2942.176855,3132.403541,3373.787598,3475.675385,3710.888452,3772.873591,3929.843269,
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,660.3343115,591.6501295,476.8133631,477.248646,417.5625917,451.2773638,493.9021921,317.1624968,397.5633868,327.4251957,375.7964743,276.384025,342.0824323,467.3807878,546.6030365,634.819133,779.1678928,822.595743,834.758534,789.6617139,842.2038627,849.5358742,848.1693798,874.4161147,927.3365674,997.6134386,2972.786201,3477.712954,3844.242311,3977.379418,4285.007363,4436.368954,4880.932679,5123.878664,5146.637924,5352.860211,5225.724935,5609.892349,5835.444919,6339.718904,
